"";"T0709_1";"T0710_1";"T0710_2";"T0710_3";"T0710_4";"T0710_5";"T0710_6";"T0710_7";"T0710_8";"T0711_1";"T0711_2";"T0711_3";"T0711_4";"T0711_5";"T0712_1";"T0712_2";"T0712_3";"T0712_4";"T0712_5";"T0712_6";"T0713_1";"T0713_2";"T0713_3";"T0713_4";"T0713_5";"T0714_1";"T0714_2";"T0714_3";"T0714_4";"T0714_5";"T0715_1";"T0715_2";"T0715_3";"T0715_4";"T0715_5";"T0715_6";"T0715_7";"T0715_8";"T0715_9";"T0715_10";"T0716_1";"T0716_2";"T0716_3";"T0716_4";"T0716_5";"T0716_6";"T0716_7";"T0716_8";"T0716_9";"T0716_10";"T0716_11";"T0716_12";"T0716_13";"T0716_14";"T0716_15";"T0716_16";"T0716_17";"T0717_1";"T0717_2";"T0717_3";"T0718_1";"T0718_2";"T0719_1";"T0719_2";"T0719_3";"T0719_4";"T0719_5";"T0719_6";"T0719_7";"T0720_1";"T0720_2";"T0720_3";"T0720_4";"T0720_5";"T0720_6";"T0720_7";"T0720_8";"T0720_9";"T0720_10";"T0720_11";"T0720_12";"T0720_13";"T0720_14";"T0720_15";"T0720_16";"T0720_17";"T0720_18";"T0720_19";"T0720_20";"T0720_21";"T0720_22";"T0720_23";"T0720_24";"T0720_25";"T0720_26";"T0720_27";"T0720_28";"T0720_29";"T0721_1";"T0721_2";"T0721_3";"T0722_1";"T0722_2";"T0722_3";"T0722_4";"T0722_5";"T0722_6";"T0723_1";"T0723_2";"T0723_3";"T0723_4";"T0723_5";"T0723_6";"T0723_7";"T0724_1";"T0724_2";"T0724_3";"T0724_4";"T0725_1";"T0725_2";"T0725_3";"T0725_4";"T0725_5";"T0725_6";"T0725_7";"T0725_8";"T0725_9";"T0725_10";"T0726_1";"T0726_2";"T0726_3";"T0726_4";"T0727_1";"T0727_2";"T0727_3";"T0727_4";"T0727_5";"T0727_6";"T0727_7";"T0727_8";"T0727_9";"T0727_10";"T0728_1";"T0728_2";"T0728_3";"T0728_4";"T0728_5";"T0728_6";"T0728_7";"T0728_8";"T0728_9";"T0728_10";"T0728_11";"T0728_12";"T0728_13";"T0728_14";"T0728_15";"T0728_16";"T0728_17";"T0728_18";"T0728_19";"T0728_20";"T0728_21";"T0728_22";"T0728_23";"T0728_24";"T0729_1";"T0729_2";"T0729_3";"T0729_4";"T0729_5";"T0729_6";"T0729_7";"T0729_8";"T0729_9";"T0729_10";"T0729_11";"T0729_12";"T0729_13";"T0729_14";"T0729_15";"T0729_16";"T0729_17";"T0730_1";"T0730_2";"T0730_3";"T0730_4";"T0730_5";"T0730_6";"T0730_7";"T0730_8";"T0730_9";"T0730_10";"T0731_1";"T0731_2";"T0731_3";"T0731_4";"T0731_5";"T0731_6";"T0731_7";"T0731_8";"T0731_9";"T0731_10";"T0731_11";"T0731_12";"T0731_13";"T0731_14";"T0731_15";"T0731_16";"T0732_1";"T0732_2";"T0732_3";"T0732_4";"T0732_5";"T0732_6";"T0732_7";"T0732_8";"T0732_9";"T0732_10";"T0732_11";"T0733_1";"T0733_2";"T0733_3";"T0733_4";"T0733_5";"T0733_6";"T0733_7";"T0733_8";"T0733_9";"T0733_10";"T0733_11";"T0733_12";"T0733_13";"T0733_14";"T0733_15";"T0733_16";"T0733_17";"T0733_18";"T0733_19";"T0733_20";"T0733_21";"T0733_22";"T0733_23";"T0733_24";"T0733_25";"T0734_1";"T0734_2";"T0734_3";"T0734_4";"T0734_5";"T0735_1";"T0735_2";"T0735_3";"T0735_4";"T0736_1";"T0736_2";"T0736_3";"T0736_4";"T0736_5";"T0736_6";"T0736_7";"T0736_8";"T0736_9";"T0736_10";"T0736_11";"T0736_12";"T0736_13";"T0737_1";"T0737_2";"T0737_3";"T0737_4";"T0738_1";"T0738_2";"T0738_3";"T0738_4";"T0738_5";"T0739_1";"T0739_2";"T0739_3";"T0739_4";"T0739_5";"T0739_6";"T0739_7";"T0739_8";"T0739_9";"T0739_10";"T0740_1";"T0740_2";"T0740_3";"T0740_4";"T0740_5";"T0741_1";"T0741_2";"T0741_3";"T0741_4";"T0741_5";"T0741_6";"T0741_7";"T0741_8";"T0742_1";"T0742_2";"T0742_3";"T0742_4";"T0742_5";"T0742_6";"T0742_7";"T0743_1";"T0743_2";"T0743_3";"T0743_4";"T0743_5";"T0744_1";"T0744_2";"T0744_3";"T0744_4";"T0744_5";"T0744_6";"T0745_1";"T0745_2";"T0745_3";"T0745_4";"T0745_5";"T0746_1";"T0746_2";"T0746_3";"T0746_4";"T0746_5";"T0747_1";"T0747_2";"T0747_3";"T0747_4";"T0747_5";"T0748_1";"T0748_2";"T0748_3";"T0748_4";"T0748_5";"T0749_1";"T0749_2";"T0749_3";"T0749_4";"T0749_5";"T0749_6";"T0750_1";"T0750_2";"T0750_3";"T0750_4";"T0750_5";"T0750_6";"T0751_1";"T0751_2";"T0751_3";"T0751_4";"T0751_5";"T0751_6";"T0751_7";"T0752_1";"T0752_2";"T0752_3";"T0752_4";"T0752_5";"T0752_6";"T0753_1";"T0753_2";"T0753_3";"T0753_4";"T0754_1";"T0754_2";"T0754_3";"T0754_4";"T0754_5";"T0754_6";"T0754_7";"T0754_8";"T0754_9";"T0754_10";"T0755_1";"T0755_2";"T0755_3";"T0755_4";"T0756_1";"T0756_2";"T0756_3";"T0756_4";"T0756_5";"T0756_6";"T0756_7";"T0757_1";"T0757_2";"T0757_3";"T0757_4";"T0758_1";"T0758_2";"T0758_3";"T0758_4";"T0759_1";"T0759_2";"T0759_3";"T0759_4";"T0760_1";"T0760_2";"T0760_3";"T0760_4";"T0760_5";"T0760_6";"T0760_7";"T0760_8";"T0760_9";"T0760_10";"T0760_11";"T0761_1";"T0761_2";"T0761_3";"T0761_4";"T0761_5";"T0761_6";"T0762_1";"T0762_2";"T0762_3";"T0762_4";"T0763_1";"T0763_2";"T0763_3";"T0763_4";"T0764_1";"T0764_2";"T0764_3";"T0765_1";"T0765_2";"T0766_1";"T0766_2";"T0766_3";"T0766_4";"T0766_5";"T0766_6";"T0766_7";"T0766_8";"T0766_9";"T0766_10";"T0766_11";"T0766_12";"T0766_13";"T0766_14";"T0767_1";"T0767_2";"T0767_3";"T0767_4";"T0767_5";"T0767_6";"T0767_7";"T0767_8";"T0768_1";"T0768_2";"T0768_3";"T0769_1";"T0769_2";"T0769_3";"T0769_4";"T0769_5";"T0769_6";"T0769_7";"T0770_1";"T0770_2";"T0770_3";"T0770_4";"T0770_5";"T0771_1";"T0771_2";"T0771_3";"T0771_4";"T0771_5";"T0771_6";"T0771_7";"T0772_1";"T0772_2";"T0772_3";"T0772_4";"T0772_5";"T0772_6";"T0773_1";"T0773_2";"T0773_3";"T0773_4";"T0774_1";"T0774_2";"T0775_1";"T0775_2";"T0775_3";"T0775_4";"T0775_5";"T0776_1";"T0777_1";"T0778_1";"T0778_2";"T0778_3";"T0778_4";"T0779_1";"T0780_1";"T0781_1";"T0782_1";"T0783_1";"T0784_1";"T0785_1";"T0786_1";"T0787_1";"T0788_1";"T0789_1";"T0790_1";"T0791_1";"T0792_1";"T0792_2";"T0792_3";"T0792_4";"T0792_5";"T0792_6";"T0793_1";"T0794_1";"T0794_2";"T0794_3";"T0794_4";"T0794_5";"T0794_6";"T0795_1";"T0795_2";"T0795_3";"T0795_4";"T0795_5";"T0795_6";"T0795_7";"T0795_8";"T0795_9";"T0795_10";"T0795_11";"T0795_12";"T0796_1";"T0796_2";"T0796_3";"T0796_4";"T0796_5";"T0796_6";"T0796_7";"T0796_8";"T0796_9";"T0796_10";"T0796_11";"T0796_12";"T0796_13";"T0797_1";"T0797_2";"T0797_3";"T0797_4";"T0797_5";"T0797_6";"T0797_7";"T0797_8";"T0797_9";"T0798_1";"T0798_2";"T0798_3";"T0798_4";"T0799_1";"T0799_2";"T0799_3";"T0799_4";"T0799_5";"T0799_6";"T0800_1";"T0800_2";"T0800_3";"T0800_4";"T0800_5";"T0800_6";"T0800_7";"T0800_8";"T0800_9";"T0801_1";"T0801_2";"T0801_3";"T0801_4";"T0801_5";"T0801_6";"T0801_7";"T0802_1";"T0802_2";"T0802_3";"T0802_4";"T0802_5";"T0802_6";"T0802_7";"T0802_8";"T0803_1";"T0803_2";"T0803_3";"T0803_4";"T0803_5";"T0803_6";"T0803_7";"T0804_1";"T0804_2";"T0804_3";"T0804_4";"T0804_5";"T0804_6";"T0804_7";"T0805_1";"T0806_1";"T0806_2";"T0806_3";"T0806_4";"T0806_5";"T0806_6";"T0806_7";"T0807_1";"T0807_2";"T0807_3";"T0807_4";"T0807_5";"T0807_6";"T0807_7";"T0807_8";"T0807_9";"T0807_10";"T0807_11";"T0807_12";"T0807_13";"T0808_1";"T0808_2";"T0808_3";"T0808_4";"T0808_5";"T0809_1";"T0809_2";"T0809_3";"T0809_4";"T0809_5";"T0809_6";"T0809_7";"T0809_8";"T0809_9";"T0809_10";"T0809_11";"T0809_12";"T0809_13";"T0809_14";"T0809_15";"T0809_16"
"Acer campestre L.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";".";".";"+";"+";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;"+";"1";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Cornus sanguinea L.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"1";"1";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ligustrum vulgare L.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";".";"+";"+";".";"+";".";".";".";"+";".";".";".";".";"+";".";".";"+";".";".";".";".";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";"+";"1";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;".";"+";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Amelanchier ovalis Medicus";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";"1";"1";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";"+";"+";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Crataegus monogyna Jacq.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";".";"+";".";;;;;;;;"+";"+";"+";"+";"+";"1";"2";".";".";".";"+";".";;;;;;;;;;;;;;;;;;;;;;;".";".";"+";".";".";".";".";".";".";"+";".";".";".";".";".";"+";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";"1";"2";".";".";".";"+";"+";".";".";".";".";".";".";"."
"Juniperus communis L.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";".";".";".";".";".";".";".";".";".";".";"+";".";"+";"+";"+";"+";".";"+";"+";"+";".";".";".";"+";;;;;;;;;;".";".";".";".";".";".";".";".";".";"+";".";".";".";"2";"1";"+";"2";"+";"1";"+";".";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"+";"2";"+";".";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";"+";".";;;;;;;;".";".";"+";"+";"+";".";"+";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";".";".";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Quercus ilex L.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"1";"1";"2";;;;;;;;;;;;;;;;"+";".";".";".";".";"1";".";".";".";".";".";"+";".";".";".";".";".";".";".";"1";".";".";".";"+";".";;;;;;;;;;;;;;;;;;;;;;".";"2";".";".";".";;;;;;;;;;;;;".";".";".";".";".";"1";".";;;;;;;;;;;".";".";".";"+";".";"1";".";"+";"1";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";"1";".";".";".";".";".";"+";"+";"+";".";"+";".";;;;"1";".";".";"+";"2";"2";"2";"1";"+";"+";"+";"2";"1";"+";".";"+";"1";"1";"3";"2";"3";"2";"4";"3";"1";".";".";;;;;;;;"+";".";".";".";".";".";"+";".";".";"+";".";".";".";".";"+";".";".";".";".";".";"+";"+";;;;;;;;;;;;;;;;;;"1";"5";;;;;;"+";;;;;;;;;"5";"4";"3";"4";"3";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"4";"3";"4";"4";"5";"4";"3";"4";"2";"2";"2";"1";"1";"1";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";"2";".";".";".";".";".";".";".";".";"1";".";".";".";"4";".";"1";".";".";".";".";"+";".";"2";"1";"1";"1";".";".";".";"2"
"Quercus coccifera L.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";".";".";"1";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"1";"+";".";;;;;;".";"1";".";".";".";".";;;;;;;"1";".";".";".";".";"2";".";".";"2";".";"1";"+";".";;;;;;;;;;;;;;;;;;;"1";"1";".";".";".";".";".";".";"1";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"1";"1";"1";"+";"1";"2";"1";"3";"+";"+";"+";".";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"+";".";".";".";".";".";".";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;
"Rosa pimpinellifolia L.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Rhamnus alaternus";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";"+";".";".";"+";".";".";"1";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"+";;;;;;;;;;;;;;".";".";".";"1";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";".";"+";".";"1";"1";"1";".";".";"+";"1";"1";"1";"+";"1";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"1";"+";".";"2";".";".";"+";".";"2";".";".";".";"+";".";".";".";".";;;;;;;;;;;;;;;;
"Genista scorpius (L.) Dc.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";".";".";"1";".";;;;;"3";"2";"1";"2";"+";"2";"3";"+";".";"3";"3";"3";"1";"2";"+";".";"1";"+";"2";"+";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";".";"1";"2";"3";"1";"2";"+";".";"2";".";".";"2";"+";"1";".";".";".";".";"+";".";".";".";".";".";"1";"1";"+";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Thymelaea tinctoria (Pourret) Endl.";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
